name,season,GP,TOI,G,A,P,SH,SH%,FOW,FOL,PPTOI,PPG,PPA,PPP,PPSH,positions,avg_round,avg_pick,pct_drafted
Mason Raymond,20142015,57,844.62,12,11,23,123,9.76,0,3,122.86,0.0,1.0,1.0,18.0,L,23.4,182.0,0
Mason Raymond,20152016,29,357.51,4,1,5,53,7.55,3,4,44.0,0.0,0.0,0.0,6.0,L,23.4,182.0,0
Mat Clark,20142015,7,88.57,0,1,1,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mathew Dumba,20132014,9,114.7,1,1,2,9,11.11,0,0,19.16,1.0,1.0,2.0,3.0,D,23.4,182.0,0
Mathieu Perreault,20132014,69,955.12,18,25,43,120,15.0,437,393,156.97,4.0,5.0,9.0,24.0,C,23.4,182.0,0
Mathieu Perreault,20142015,62,1006.24,18,23,41,129,13.95,226,212,185.04999999999998,5.0,7.0,12.0,30.0,C,23.4,182.0,0
Mathieu Perreault,20152016,71,1173.12,9,32,41,133,6.77,94,109,203.04,6.0,9.0,15.0,27.0,C,23.4,182.0,0
Mats Zuccarello,20132014,77,1313.17,19,40,59,169,11.24,3,5,205.54,4.0,13.0,17.0,39.0,R,15.5,152.0,100%
Mats Zuccarello,20142015,78,1343.37,15,34,49,154,9.74,16,21,162.72,0.0,5.0,5.0,19.0,R,15.5,152.0,100%
Mats Zuccarello,20152016,81,1492.6,26,35,61,166,15.66,5,6,217.79,5.0,11.0,16.0,43.0,R,15.5,152.0,100%
Matt Bartkowski,20132014,64,1248.38,0,18,18,91,0.0,0,0,25.63,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Matt Bartkowski,20142015,47,795.06,0,4,4,67,0.0,0,0,8.76,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Matt Bartkowski,20152016,80,1486.02,6,12,18,85,7.06,0,0,39.82,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Matt Beleskey,20132014,55,683.51,9,15,24,112,8.04,8,10,75.53,0.0,4.0,4.0,5.0,L,23.4,182.0,0
Matt Beleskey,20142015,65,938.5,22,10,32,145,15.17,8,11,104.46,4.0,0.0,4.0,15.0,L,23.4,182.0,0
Matt Beleskey,20152016,80,1266.77,15,22,37,168,8.93,6,19,114.14,2.0,4.0,6.0,14.0,L,23.4,182.0,0
Matt Calvert,20132014,56,901.99,9,16,25,90,10.0,3,6,93.33,2.0,2.0,4.0,13.0,L,23.4,182.0,0
Matt Calvert,20142015,56,894.69,13,10,23,93,13.98,6,4,57.24,0.0,0.0,0.0,6.0,L,23.4,182.0,0
Matt Calvert,20152016,73,1099.62,11,13,24,114,9.65,7,7,26.15,1.0,0.0,1.0,1.0,L,23.4,182.0,0
Matt Carkner,20132014,53,636.93,0,3,3,50,0.0,0,0,2.56,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Matt Carle,20132014,82,1814.93,2,29,31,115,1.74,0,1,133.70000000000002,1.0,6.0,7.0,15.0,D,23.4,182.0,0
Matt Carle,20142015,59,1203.23,4,14,18,73,5.48,0,0,53.1,1.0,0.0,1.0,4.0,D,23.4,182.0,0
Matt Carle,20152016,64,1073.21,2,7,9,54,3.7,0,0,30.19,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Matt Cooke,20132014,82,1259.64,10,18,28,104,9.62,10,16,21.96,0.0,1.0,1.0,0.0,L,23.4,182.0,0
Matt Cooke,20142015,29,364.98,4,6,10,24,16.67,3,6,8.26,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Matt Cullen,20132014,77,1192.48,10,29,39,134,7.46,438,334,175.51999999999998,1.0,7.0,8.0,23.0,C,23.4,182.0,0
Matt Cullen,20142015,62,806.67,7,18,25,90,7.78,155,132,40.09,0.0,4.0,4.0,3.0,C,23.4,182.0,0
Matt Cullen,20152016,82,1137.47,16,16,32,118,13.56,582,462,35.809999999999995,0.0,0.0,0.0,3.0,C,23.4,182.0,0
Matt D'Agostini,20132014,57,844.76,5,7,12,110,4.55,5,10,99.95,2.0,0.0,2.0,17.0,R,23.4,182.0,0
Matt Donovan,20132014,52,935.86,2,14,16,86,2.33,0,0,90.27,1.0,5.0,6.0,15.0,D,23.4,182.0,0
Matt Donovan,20142015,12,210.84,0,3,3,12,0.0,0,0,15.31,0.0,0.0,0.0,3.0,D,23.4,182.0,0
Matt Duchene,20132014,71,1307.58,23,47,70,217,10.6,532,526,192.14999999999998,5.0,10.0,15.0,33.0,C,10.1,100.5,100%
Matt Duchene,20142015,82,1522.09,21,34,55,207,10.14,635,582,188.21,2.0,4.0,6.0,34.0,C,10.1,100.5,100%
Matt Duchene,20152016,76,1410.3,30,29,59,200,15.0,428,311,215.10999999999999,7.0,6.0,13.0,33.0,C,10.1,100.5,100%
Matt Dumba,20142015,58,869.27,8,8,16,86,9.3,0,0,102.94,2.0,4.0,6.0,25.0,D,13.7,133.9,100%
Matt Dumba,20152016,81,1359.04,10,16,26,152,6.58,0,0,183.43,6.0,6.0,12.0,55.0,D,13.7,133.9,100%
Matt Ellis,20132014,50,472.91,4,2,6,70,5.71,69,97,12.38,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Matt Ellis,20142015,39,324.28,1,1,2,29,3.45,100,105,2.79,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Matt Fraser,20132014,14,135.14,2,0,2,13,15.38,1,1,2.7,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Matt Fraser,20142015,60,673.13,8,4,12,92,8.7,3,4,32.58,1.0,0.0,1.0,8.0,R,23.4,182.0,0
Matt Frattin,20132014,44,528.53,2,5,7,61,3.28,2,2,57.22,1.0,1.0,2.0,7.0,R,23.4,182.0,0
Matt Frattin,20142015,9,63.53,0,0,0,6,0.0,1,0,0.54,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Matt Gilroy,20132014,16,260.1,1,1,2,27,3.7,0,0,20.07,0.0,0.0,0.0,4.0,D,23.4,182.0,0
Matt Greene,20132014,38,603.1,2,4,6,38,5.26,0,1,18.85,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Matt Greene,20142015,82,1293.0,3,6,9,69,4.35,0,0,14.03,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Matt Halischuk,20132014,46,521.59,5,5,10,56,8.93,2,2,11.18,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Matt Halischuk,20142015,47,457.89,3,5,8,59,5.08,1,0,10.57,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Matt Halischuk,20152016,30,283.56,0,3,3,39,0.0,1,2,4.43,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Matt Hendricks,20132014,77,978.36,5,2,7,102,4.9,34,29,21.5,0.0,0.0,0.0,2.0,C,23.4,182.0,0
Matt Hendricks,20142015,71,934.27,8,8,16,103,7.77,98,100,27.15,0.0,1.0,1.0,2.0,C,23.4,182.0,0
Matt Hendricks,20152016,68,898.72,5,7,12,62,8.06,251,202,20.71,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Matt Hunwick,20142015,55,869.59,2,9,11,72,2.78,0,0,32.21,0.0,2.0,2.0,4.0,D,23.4,182.0,0
Matt Hunwick,20152016,60,1349.16,2,8,10,74,2.7,0,0,24.32,0.0,2.0,2.0,2.0,D,23.4,182.0,0
Matt Irwin,20132014,62,1164.66,2,17,19,147,1.36,0,1,131.91,1.0,5.0,6.0,44.0,D,23.4,182.0,0
Matt Irwin,20142015,53,900.04,8,11,19,93,8.6,0,0,77.39,1.0,2.0,3.0,16.0,D,23.4,182.0,0
Matt Kassian,20132014,33,146.34,1,1,2,12,8.33,0,0,0.2,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Matt Martin,20132014,79,938.45,8,6,14,120,6.67,3,6,34.96,0.0,0.0,0.0,5.0,L,13.9,152.7,2%
Matt Martin,20142015,78,879.44,8,6,14,90,8.89,5,5,21.59,0.0,0.0,0.0,2.0,L,13.9,152.7,2%
Matt Martin,20152016,80,843.74,10,9,19,86,11.63,1,3,22.04,0.0,0.0,0.0,0.0,L,13.9,152.7,2%
Matt Moulson,20132014,75,1342.9,23,28,51,176,13.07,2,7,227.9,9.0,9.0,18.0,39.0,L,23.4,182.0,0
Matt Moulson,20142015,77,1354.67,13,28,41,156,8.33,13,9,207.44,3.0,7.0,10.0,36.0,L,23.4,182.0,0
Matt Moulson,20152016,81,961.31,8,13,21,111,7.21,0,5,162.75,2.0,5.0,7.0,28.0,L,23.4,182.0,0
Matt Nieto,20132014,47,704.12,8,10,18,91,8.79,3,8,55.27,1.0,2.0,3.0,8.0,L,23.4,182.0,0
Matt Nieto,20142015,72,1097.35,10,17,27,135,7.41,0,1,80.85,0.0,3.0,3.0,10.0,L,23.4,182.0,0
Matt Nieto,20152016,67,881.23,8,9,17,90,8.89,2,6,12.41,0.0,1.0,1.0,1.0,L,23.4,182.0,0
Matt Niskanen,20132014,81,1716.53,10,36,46,162,6.17,0,0,244.39,3.0,12.0,15.0,51.0,D,14.0,137.2,100%
Matt Niskanen,20142015,82,1827.45,4,27,31,117,3.42,0,0,103.42,2.0,8.0,10.0,22.0,D,14.0,137.2,100%
Matt Niskanen,20152016,82,2011.19,5,27,32,150,3.33,0,0,203.52,1.0,14.0,15.0,21.0,D,14.0,137.2,100%
Matt Puempel,20142015,13,104.37,2,1,3,14,14.29,0,1,0.02,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Matt Puempel,20152016,26,294.51,2,1,3,26,7.69,1,1,15.45,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Matt Read,20132014,75,1405.83,22,18,40,151,14.57,12,16,132.01000000000002,0.0,2.0,2.0,9.0,R,23.4,182.0,0
Matt Read,20142015,80,1402.08,8,22,30,142,5.63,11,10,139.32,2.0,3.0,5.0,14.0,R,23.4,182.0,0
Matt Read,20152016,79,1202.83,11,15,26,127,8.66,24,26,115.22999999999999,2.0,4.0,6.0,14.0,R,23.4,182.0,0
Matt Stajan,20132014,63,1157.09,14,19,33,70,20.0,527,569,31.68,0.0,1.0,1.0,2.0,C,23.4,182.0,0
Matt Stajan,20142015,59,707.66,7,10,17,46,15.22,303,299,11.46,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Matt Stajan,20152016,80,1015.65,6,11,17,58,10.34,373,415,21.02,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Matt Taormina,20132014,7,93.6,0,0,0,6,0.0,0,0,17.51,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Matt Tennyson,20142015,27,473.08,2,6,8,37,5.41,0,0,52.25,1.0,1.0,2.0,5.0,D,23.4,182.0,0
Matt Tennyson,20152016,29,302.82,1,3,4,23,4.35,0,0,39.410000000000004,1.0,0.0,1.0,6.0,D,23.4,182.0,0
Matthew Nieto,20132014,19,224.87,2,4,6,33,6.06,0,0,8.24,0.0,1.0,1.0,0.0,L,23.4,182.0,0
Mattias Ekholm,20132014,62,1042.31,1,8,9,58,1.72,0,0,18.1,0.0,0.0,0.0,0.0,D,16.2,165.5,58%
Mattias Ekholm,20142015,80,1518.58,7,11,18,86,8.14,0,0,61.98,1.0,1.0,2.0,5.0,D,16.2,165.5,58%
Mattias Ekholm,20152016,82,1656.33,8,27,35,114,7.02,0,0,106.71000000000001,1.0,4.0,5.0,10.0,D,16.2,165.5,58%
Mattias Janmark,20152016,73,1032.8,15,14,29,108,13.89,94,166,52.9,0.0,1.0,1.0,3.0,C,23.4,182.0,0
Mattias Tedenby,20132014,15,150.38,1,0,1,9,11.11,0,2,2.73,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Max Domi,20152016,81,1320.09,18,34,52,156,11.54,20,35,243.27,3.0,12.0,15.0,43.0,L,9.7,94.3,100%
Max Mccormick,20152016,20,209.16,2,2,4,37,5.41,39,37,3.51,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Max Pacioretty,20132014,73,1341.89,39,21,60,270,14.44,6,4,216.28,9.0,6.0,15.0,58.0,L,5.1,45.2,100%
Max Pacioretty,20142015,80,1547.33,37,30,67,302,12.25,2,7,204.77,6.0,4.0,10.0,35.0,L,5.1,45.2,100%
Max Pacioretty,20152016,82,1511.15,30,34,64,303,9.9,6,7,237.42999999999998,7.0,8.0,15.0,46.0,L,5.1,45.2,100%
Max Reinhart,20132014,8,85.54,0,2,2,7,0.0,2,7,6.52,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Max Talbot,20142015,18,219.68,0,3,3,24,0.0,4,7,6.08,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Max Talbot,20152016,38,425.52,2,5,7,29,6.9,164,181,12.29,0.0,1.0,1.0,0.0,C,23.4,182.0,0
Maxim Lapierre,20132014,71,792.31,9,6,15,78,11.54,301,292,7.59,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Maxim Lapierre,20142015,80,856.92,2,9,11,86,2.33,305,277,9.89,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Maxime Talbot,20132014,81,1307.83,8,19,27,124,6.45,100,125,23.87,0.0,1.0,1.0,0.0,C,23.4,182.0,0
Maxime Talbot,20142015,63,882.06,5,10,15,73,6.85,72,75,30.38,0.0,0.0,0.0,3.0,C,23.4,182.0,0
Melker Karlsson,20142015,53,817.32,13,11,24,100,13.0,13,20,61.36,1.0,0.0,1.0,1.0,C,23.4,182.0,0
Melker Karlsson,20152016,65,877.61,10,9,19,96,10.42,11,12,37.97,0.0,0.0,0.0,6.0,C,23.4,182.0,0
Michael Bournival,20132014,55,574.03,6,6,12,67,8.96,19,25,19.29,1.0,2.0,3.0,3.0,L,23.4,182.0,0
Michael Bournival,20142015,29,228.26,3,2,5,27,11.11,4,1,3.24,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Michael Chaput,20132014,17,150.94,0,1,1,6,0.0,42,56,2.07,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Michael Chaput,20142015,33,336.46,1,4,5,23,4.35,143,151,6.47,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Michael Chaput,20152016,8,71.98,1,1,2,10,10.0,49,26,0.71,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Michael Del Zotto,20132014,67,1151.1,3,13,16,90,3.33,0,1,93.53,1.0,4.0,5.0,10.0,D,23.4,182.0,0
Michael Del Zotto,20142015,64,1399.53,10,22,32,119,8.4,0,0,122.11999999999999,1.0,7.0,8.0,13.0,D,23.4,182.0,0
Michael Del Zotto,20152016,52,1211.07,4,9,13,98,4.08,0,0,83.33000000000001,0.0,1.0,1.0,8.0,D,23.4,182.0,0
Michael Ferland,20142015,26,273.61,2,3,5,34,5.88,0,0,10.62,0.0,1.0,1.0,1.0,L,23.4,182.0,0
Michael Frolik,20132014,81,1348.31,15,27,42,189,7.94,43,25,98.1,1.0,1.0,2.0,8.0,R,23.4,182.0,0
Michael Frolik,20142015,82,1433.42,19,23,42,206,9.22,14,27,147.36999999999998,3.0,4.0,7.0,18.0,R,23.4,182.0,0
Michael Frolik,20152016,64,1011.16,15,17,32,155,9.68,5,5,31.8,0.0,1.0,1.0,2.0,R,23.4,182.0,0
Michael Grabner,20132014,64,905.18,12,14,26,137,8.76,7,8,21.73,0.0,0.0,0.0,2.0,R,23.4,182.0,0
Michael Grabner,20142015,34,438.69,8,5,13,63,12.7,0,2,1.42,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Michael Grabner,20152016,80,1156.88,9,9,18,116,7.76,3,10,13.16,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Michael Kostka,20132014,28,430.4,4,7,11,49,8.16,0,0,40.24,0.0,0.0,0.0,4.0,D,23.4,182.0,0
Michael Kostka,20142015,7,107.69,0,1,1,7,0.0,0,0,1.35,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Michael Kostka,20152016,15,222.7,0,1,1,9,0.0,0,0,0.3,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Michael Latta,20132014,17,131.04,1,3,4,6,16.67,60,55,1.76,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Michael Latta,20142015,53,444.06,0,6,6,24,0.0,160,175,5.4,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Michael Latta,20152016,43,347.74,3,4,7,29,10.34,102,96,4.6,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Michael Mccarron,20152016,20,233.68,1,1,2,41,2.44,85,84,24.43,0.0,0.0,0.0,3.0,R,23.4,182.0,0
Michael Mersch,20152016,17,176.6,1,2,3,23,4.35,1,3,8.27,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Michael Raffl,20132014,68,882.82,9,13,22,101,8.91,52,41,23.71,0.0,0.0,0.0,2.0,L,23.4,182.0,0
Michael Raffl,20142015,67,949.65,21,7,28,134,15.67,44,53,37.12,2.0,0.0,2.0,6.0,L,23.4,182.0,0
Michael Raffl,20152016,82,1170.05,13,18,31,132,9.85,33,49,119.13,1.0,1.0,2.0,13.0,L,23.4,182.0,0
Michael Ryder,20132014,82,1291.47,18,16,34,166,10.84,4,8,204.11,4.0,3.0,7.0,32.0,R,23.4,182.0,0
Michael Ryder,20142015,47,675.87,6,13,19,89,6.74,2,4,71.75,0.0,2.0,2.0,10.0,R,23.4,182.0,0
Michael Stone,20132014,70,1271.83,8,13,21,105,7.62,0,0,100.52,2.0,4.0,6.0,17.0,D,14.4,140.8,98%
Michael Stone,20142015,81,1689.34,3,15,18,144,2.08,1,0,101.81,0.0,5.0,5.0,27.0,D,14.4,140.8,98%
Michael Stone,20152016,75,1679.15,6,30,36,161,3.73,0,2,218.83,0.0,10.0,10.0,41.0,D,14.4,140.8,98%
Michal Handzus,20132014,59,804.92,4,12,16,50,8.0,329,335,8.12,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Michal Jordan,20142015,38,605.32,2,4,6,44,4.55,0,0,40.17,2.0,0.0,2.0,8.0,D,23.4,182.0,0
Michal Jordan,20152016,36,544.81,1,0,1,36,2.78,0,0,5.26,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Michal Rozsival,20132014,42,698.25,1,7,8,39,2.56,0,0,20.98,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Michal Rozsival,20142015,65,1104.18,1,12,13,56,1.79,0,0,33.75,0.0,0.0,0.0,4.0,D,23.4,182.0,0
Michal Rozsival,20152016,51,822.97,1,12,13,41,2.44,0,0,28.96,0.0,2.0,2.0,3.0,D,23.4,182.0,0
Micheal Ferland,20152016,71,893.72,4,14,18,122,3.28,7,5,76.66,0.0,1.0,1.0,8.0,L,23.4,182.0,0
Micheal Haley,20152016,16,113.58,1,0,1,10,10.0,11,8,1.35,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Miikka Salomaki,20152016,61,730.77,5,5,10,61,8.2,2,1,10.03,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Mika Zibanejad,20132014,69,986.46,16,17,33,153,10.46,183,214,138.2,3.0,4.0,7.0,20.0,"C,R",17.4,173.3,49%
Mika Zibanejad,20142015,80,1311.43,20,26,46,150,13.33,615,646,217.51,4.0,10.0,14.0,34.0,"C,R",17.4,173.3,49%
Mika Zibanejad,20152016,81,1434.34,21,30,51,184,11.41,659,647,201.09,2.0,9.0,11.0,37.0,"C,R",17.4,173.3,49%
Mikael Backlund,20132014,76,1406.66,18,21,39,178,10.11,628,694,137.89,5.0,6.0,11.0,21.0,C,23.4,182.0,0
Mikael Backlund,20142015,52,922.0,10,17,27,103,9.71,423,452,93.08,0.0,1.0,1.0,9.0,C,23.4,182.0,0
Mikael Backlund,20152016,82,1345.97,21,26,47,155,13.55,539,604,135.65,3.0,5.0,8.0,16.0,C,23.4,182.0,0
Mikael Granlund,20132014,63,1091.02,8,33,41,104,7.69,415,374,168.29999999999998,2.0,10.0,12.0,18.0,C,23.4,182.0,0
Mikael Granlund,20142015,68,1215.65,8,31,39,99,8.08,476,508,152.32999999999998,0.0,7.0,7.0,16.0,C,23.4,182.0,0
Mikael Granlund,20152016,82,1482.33,13,31,44,160,8.12,528,557,212.57000000000002,2.0,9.0,11.0,29.0,C,23.4,182.0,0
Mikael Samuelsson,20132014,26,269.14,1,2,3,36,2.78,0,2,61.720000000000006,0.0,2.0,2.0,12.0,R,23.4,182.0,0
Mike Blunden,20152016,20,172.65,3,2,5,14,21.43,0,0,4.13,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Mike Brown,20132014,56,399.57,2,3,5,45,4.44,2,1,7.49,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Mike Brown,20142015,12,98.04,0,0,0,11,0.0,4,3,0.58,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Mike Brown,20152016,58,453.4,2,3,5,51,3.92,3,1,6.91,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Mike Cammalleri,20132014,63,1247.22,26,19,45,191,13.61,88,103,179.91,6.0,7.0,13.0,43.0,L,23.4,182.0,0
Mike Cammalleri,20142015,68,1241.88,28,15,43,158,17.72,119,163,147.43,9.0,2.0,11.0,30.0,L,23.4,182.0,0
Mike Cammalleri,20152016,42,807.42,14,24,38,102,13.73,7,7,120.61,2.0,6.0,8.0,25.0,L,23.4,182.0,0
Mike Fisher,20132014,75,1478.99,20,29,49,177,11.3,596,550,199.43,4.0,7.0,11.0,40.0,C,23.4,182.0,0
Mike Fisher,20142015,59,1085.86,19,20,39,111,17.12,601,548,168.04,7.0,3.0,10.0,19.0,C,23.4,182.0,0
Mike Fisher,20152016,70,1199.32,13,10,23,98,13.27,668,582,167.9,3.0,2.0,5.0,14.0,C,23.4,182.0,0
Mike Green,20132014,70,1582.98,9,29,38,172,5.23,0,0,192.32,3.0,12.0,15.0,41.0,D,15.3,166.4,33%
Mike Green,20142015,72,1370.18,10,35,45,159,6.29,0,0,196.45999999999998,1.0,16.0,17.0,34.0,D,15.3,166.4,33%
Mike Green,20152016,74,1457.67,7,28,35,124,5.65,0,2,202.04,4.0,13.0,17.0,29.0,D,15.3,166.4,33%
Mike Halmo,20132014,20,189.92,1,0,1,25,4.0,4,16,5.72,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Mike Hoffman,20132014,25,329.48,3,3,6,61,4.92,6,3,57.09,1.0,2.0,3.0,14.0,L,14.4,140.9,100%
Mike Hoffman,20142015,79,1145.03,27,21,48,199,13.57,7,7,144.61,1.0,2.0,3.0,17.0,L,14.4,140.9,100%
Mike Hoffman,20152016,78,1358.99,29,30,59,242,11.98,8,10,186.34,9.0,3.0,12.0,54.0,L,14.4,140.9,100%
Mike Komisarek,20132014,32,372.91,0,4,4,20,0.0,0,0,6.36,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mike Mottau,20132014,8,101.15,0,0,0,1,0.0,0,0,0.77,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mike Reilly,20152016,29,350.02,1,6,7,27,3.7,0,0,58.35,0.0,2.0,2.0,10.0,D,23.4,182.0,0
Mike Ribeiro,20132014,80,1431.61,16,31,47,110,14.55,391,512,257.92,4.0,11.0,15.0,22.0,C,23.4,182.0,0
Mike Ribeiro,20142015,82,1529.22,15,47,62,96,15.62,582,766,235.31,1.0,9.0,10.0,13.0,C,23.4,182.0,0
Mike Ribeiro,20152016,81,1405.77,7,43,50,76,9.21,288,472,229.6,2.0,10.0,12.0,11.0,C,23.4,182.0,0
Mike Richards,20132014,82,1387.08,11,30,41,157,7.01,489,418,226.7,4.0,5.0,9.0,36.0,C,23.4,182.0,0
Mike Richards,20142015,53,708.03,5,11,16,63,7.94,289,304,74.11999999999999,1.0,2.0,3.0,10.0,C,23.4,182.0,0
Mike Richards,20152016,39,473.88,2,3,5,46,4.35,235,240,8.42,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Mike Rupp,20132014,13,80.63,0,1,1,6,0.0,0,3,0.07,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Mike Santorelli,20132014,49,908.82,10,18,28,91,10.99,215,204,80.74000000000001,0.0,0.0,0.0,7.0,C,23.4,182.0,0
Mike Santorelli,20142015,79,1135.57,12,21,33,145,8.28,86,100,40.74,0.0,2.0,2.0,4.0,C,23.4,182.0,0
Mike Santorelli,20152016,70,706.57,9,9,18,81,11.11,75,83,42.12,1.0,2.0,3.0,5.0,C,23.4,182.0,0
Mike Sislo,20132014,14,123.95,0,0,0,20,0.0,5,1,1.02,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Mike Sislo,20142015,10,122.08,0,1,1,13,0.0,0,0,1.05,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Mike Sislo,20152016,18,223.58,3,1,4,29,10.34,0,2,23.16,1.0,0.0,1.0,4.0,R,23.4,182.0,0
Mike Weaver,20132014,72,1323.31,1,12,13,53,1.89,1,0,18.84,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mike Weaver,20142015,31,436.28,0,4,4,8,0.0,0,0,0.82,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mike Weber,20132014,68,1209.09,1,8,9,47,2.13,0,0,13.98,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mike Weber,20142015,64,1198.48,1,6,7,41,2.44,0,0,14.18,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mike Weber,20152016,45,695.67,1,4,5,40,2.5,0,0,1.82,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mikhail Grabovski,20132014,58,914.09,13,22,35,81,16.05,346,295,90.11,3.0,5.0,8.0,8.0,C,23.4,182.0,0
Mikhail Grabovski,20142015,51,726.3,9,10,19,81,11.11,38,45,78.38000000000001,0.0,1.0,1.0,7.0,C,23.4,182.0,0
Mikhail Grabovski,20152016,58,817.68,9,16,25,83,10.84,221,242,65.49,1.0,2.0,3.0,7.0,C,23.4,182.0,0
Mikhail Grigorenko,20132014,18,205.52,2,1,3,20,10.0,52,49,19.56,0.0,1.0,1.0,2.0,C,23.4,182.0,0
Mikhail Grigorenko,20142015,25,378.83,3,3,6,35,8.57,153,178,29.529999999999998,1.0,1.0,2.0,5.0,C,23.4,182.0,0
Mikhail Grigorenko,20152016,74,980.53,6,21,27,84,7.14,151,198,105.22,1.0,3.0,4.0,8.0,C,23.4,182.0,0
Mikkel Boedker,20132014,82,1424.42,19,32,51,166,11.45,3,4,187.6,5.0,11.0,16.0,22.0,L,17.6,174.6,14%
Mikkel Boedker,20142015,45,783.01,14,14,28,79,17.72,0,2,126.28,3.0,9.0,12.0,16.0,L,17.6,174.6,14%
Mikkel Boedker,20152016,80,1470.96,17,34,51,166,10.24,1,2,306.34000000000003,1.0,16.0,17.0,46.0,L,17.6,174.6,14%
Mikko Koivu,20132014,65,1358.02,11,43,54,147,7.48,719,592,221.32,2.0,16.0,18.0,28.0,C,14.4,158.0,4%
Mikko Koivu,20142015,80,1540.53,14,34,48,179,7.82,989,802,262.34999999999997,4.0,11.0,15.0,57.0,C,14.4,158.0,4%
Mikko Koivu,20152016,82,1631.87,17,39,56,141,12.06,987,771,273.98,10.0,9.0,19.0,33.0,C,14.4,158.0,4%
Mikko Rantanen,20152016,9,80.61,0,0,0,9,0.0,13,11,,,,,,R,23.4,182.0,0
Milan Lucic,20132014,80,1388.99,24,35,59,153,15.69,61,70,192.47,3.0,9.0,12.0,28.0,L,9.5,92.8,100%
Milan Lucic,20142015,81,1323.59,18,26,44,141,12.77,34,42,158.03,2.0,6.0,8.0,11.0,L,9.5,92.8,100%
Milan Lucic,20152016,81,1391.64,20,35,55,124,16.13,7,13,172.04,2.0,6.0,8.0,19.0,L,9.5,92.8,100%
Milan Michalek,20132014,82,1435.55,17,22,39,169,10.06,6,8,180.74,5.0,4.0,9.0,25.0,L,23.4,182.0,0
Milan Michalek,20142015,66,1078.91,13,21,34,130,10.0,11,12,139.54999999999998,5.0,5.0,10.0,22.0,L,23.4,182.0,0
Milan Michalek,20152016,45,723.65,7,9,16,64,10.94,3,5,132.12,3.0,3.0,6.0,15.0,L,23.4,182.0,0
