name,season,GP,TOI,G,A,P,SH,SH%,FOW,FOL,PPTOI,PPG,PPA,PPP,PPSH,positions,avg_round,avg_pick,pct_drafted
Kevin Bieksa,20132014,76,1721.7,4,20,24,167,2.4,1,0,157.51999999999998,1.0,7.0,8.0,21.0,D,23.4,182.0,0
Kevin Bieksa,20142015,60,1246.23,4,10,14,99,4.04,0,0,94.76,0.0,1.0,1.0,7.0,D,23.4,182.0,0
Kevin Bieksa,20152016,71,1487.88,4,11,15,109,3.67,0,0,118.89999999999999,2.0,4.0,6.0,17.0,D,23.4,182.0,0
Kevin Connauton,20132014,36,550.75,1,7,8,56,1.79,0,0,26.52,0.0,2.0,2.0,4.0,D,23.4,182.0,0
Kevin Connauton,20142015,62,1004.28,9,12,21,96,9.38,0,0,105.81,0.0,3.0,3.0,20.0,D,23.4,182.0,0
Kevin Connauton,20152016,65,1084.28,5,12,17,109,4.59,0,0,91.83,0.0,2.0,2.0,15.0,D,23.4,182.0,0
Kevin Czuczman,20132014,13,253.2,0,2,2,24,0.0,1,0,9.89,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Kevin Fiala,20152016,5,65.77,1,0,1,11,9.09,0,0,4.07,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Kevin Hayes,20142015,79,1028.8,17,28,45,111,15.32,247,434,63.25,1.0,4.0,5.0,7.0,R,13.6,157.7,2%
Kevin Hayes,20152016,79,1077.53,14,22,36,133,10.53,137,244,126.74,3.0,3.0,6.0,23.0,R,13.6,157.7,2%
Kevin Klein,20132014,77,1332.51,2,7,9,73,2.74,0,0,12.97,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Kevin Klein,20142015,65,1199.42,9,17,26,76,11.84,0,1,18.42,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Kevin Klein,20152016,69,1404.5,9,17,26,69,13.04,0,0,40.65,0.0,1.0,1.0,5.0,D,23.4,182.0,0
Kevin Porter,20132014,12,139.3,0,1,1,3,0.0,18,35,1.51,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Kevin Porter,20152016,41,464.13,0,3,3,34,0.0,44,43,5.71,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Kevin Shattenkirk,20132014,81,1658.6,10,35,45,188,5.32,0,0,271.04,6.0,17.0,23.0,62.0,D,9.9,94.1,100%
Kevin Shattenkirk,20142015,56,1259.34,8,36,44,135,5.93,0,0,190.83,4.0,19.0,23.0,40.0,D,9.9,94.1,100%
Kevin Shattenkirk,20152016,72,1604.29,14,30,44,180,7.78,0,0,200.15,5.0,20.0,25.0,39.0,D,9.9,94.1,100%
Kevin Westgarth,20132014,48,311.35,4,3,7,31,12.9,1,4,1.13,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Kimmo Timonen,20132014,77,1550.26,6,29,35,152,3.95,0,0,258.9,1.0,18.0,19.0,46.0,D,23.4,182.0,0
Kimmo Timonen,20142015,16,191.65,0,0,0,10,0.0,0,0,7.79,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Klas Dahlbeck,20142015,23,405.33,1,3,4,20,5.0,0,0,1.88,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Klas Dahlbeck,20152016,71,1112.97,2,6,8,64,3.12,0,0,14.0,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Korbinian Holzer,20142015,34,581.32,0,6,6,32,0.0,0,0,3.35,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Korbinian Holzer,20152016,30,430.7,0,3,3,17,0.0,0,0,1.78,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Kris Letang,20132014,37,889.72,11,11,22,108,10.19,0,0,134.36,5.0,6.0,11.0,30.0,D,4.3,37.9,100%
Kris Letang,20142015,69,1742.92,11,43,54,197,5.58,0,1,250.14,2.0,21.0,23.0,47.0,D,4.3,37.9,100%
Kris Letang,20152016,71,1899.58,16,51,67,218,7.34,0,0,264.86,4.0,20.0,24.0,47.0,D,4.3,37.9,100%
Kris Russell,20132014,68,1562.63,7,22,29,109,6.42,0,0,192.34,4.0,8.0,12.0,17.0,D,22.4,172.3,28%
Kris Russell,20142015,79,1885.2,4,30,34,111,3.6,0,0,201.69,1.0,13.0,14.0,13.0,D,22.4,172.3,28%
Kris Russell,20152016,62,1427.38,4,15,19,70,5.71,0,1,102.58,2.0,2.0,4.0,12.0,D,22.4,172.3,28%
Kris Versteeg,20132014,81,1171.4,12,24,36,157,7.64,56,63,168.13,1.0,7.0,8.0,20.0,R,23.4,182.0,0
Kris Versteeg,20142015,61,964.63,14,20,34,134,10.45,15,33,112.52,2.0,3.0,5.0,18.0,R,23.4,182.0,0
Kris Versteeg,20152016,77,1182.64,15,23,38,156,9.62,8,8,138.79999999999998,2.0,6.0,8.0,22.0,R,23.4,182.0,0
Krys Barch,20132014,55,328.85,0,4,4,19,0.0,1,0,1.91,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Kyle Brodziak,20132014,81,1311.62,8,16,24,116,6.9,590,633,29.849999999999998,0.0,1.0,1.0,1.0,C,23.4,182.0,0
Kyle Brodziak,20142015,73,950.36,9,11,20,86,10.47,338,349,17.67,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Kyle Brodziak,20152016,76,820.66,7,4,11,49,14.29,275,281,12.16,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Kyle Chipchura,20132014,80,777.27,5,15,20,46,10.87,176,155,9.14,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Kyle Chipchura,20142015,70,936.89,4,10,14,81,4.94,473,443,13.94,1.0,0.0,1.0,1.0,C,23.4,182.0,0
Kyle Chipchura,20152016,70,715.42,4,8,12,47,8.51,88,80,18.11,0.0,1.0,1.0,1.0,C,23.4,182.0,0
Kyle Clifford,20132014,71,721.8,3,5,8,74,4.05,6,6,19.61,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Kyle Clifford,20142015,80,856.98,6,9,15,117,5.13,2,4,15.52,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Kyle Clifford,20152016,57,523.97,3,6,9,68,4.41,3,4,6.96,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Kyle Cumiskey,20142015,7,93.03,0,0,0,5,0.0,0,0,2.25,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Kyle Okposo,20132014,71,1441.28,27,42,69,195,13.85,97,107,264.58,5.0,10.0,15.0,46.0,R,9.7,93.3,100%
Kyle Okposo,20142015,60,1170.0,18,33,51,195,9.23,80,81,215.02,6.0,10.0,16.0,37.0,R,9.7,93.3,100%
Kyle Okposo,20152016,79,1432.53,22,42,64,202,10.89,23,40,229.23,7.0,15.0,22.0,42.0,R,9.7,93.3,100%
Kyle Palmieri,20132014,71,846.01,14,17,31,147,9.52,9,14,96.57,0.0,0.0,0.0,22.0,R,11.0,106.8,100%
Kyle Palmieri,20142015,57,802.9,14,15,29,112,12.5,6,6,103.45,5.0,6.0,11.0,25.0,R,11.0,106.8,100%
Kyle Palmieri,20152016,82,1456.22,30,27,57,222,13.51,10,17,215.25,8.0,11.0,19.0,75.0,R,11.0,106.8,100%
Kyle Quincey,20132014,82,1702.94,4,9,13,106,3.77,0,0,49.22,0.0,0.0,0.0,3.0,D,23.4,182.0,0
Kyle Quincey,20142015,73,1420.78,3,15,18,90,3.33,0,0,30.5,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Kyle Quincey,20152016,47,925.9,4,7,11,62,6.45,0,0,11.27,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Kyle Rau,20152016,9,113.26,0,0,0,15,0.0,0,0,5.57,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Kyle Turris,20132014,82,1532.16,26,32,58,215,12.09,724,705,201.28,6.0,8.0,14.0,25.0,C,15.6,174.3,8%
Kyle Turris,20142015,82,1572.84,24,40,64,215,11.16,737,735,252.23000000000002,4.0,12.0,16.0,43.0,C,15.6,174.3,8%
Kyle Turris,20152016,57,1120.44,13,17,30,122,10.66,536,508,184.94,2.0,5.0,7.0,24.0,C,15.6,174.3,8%
Ladislav Smid,20132014,73,1321.97,2,6,8,41,4.88,0,0,9.67,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Ladislav Smid,20142015,31,431.98,0,1,1,21,0.0,0,0,2.67,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Ladislav Smid,20152016,22,254.94,0,0,0,11,0.0,0,0,3.15,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Lance Bouma,20132014,78,983.19,5,10,15,82,6.1,22,63,26.27,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Lance Bouma,20142015,78,1090.79,16,18,34,104,15.38,29,45,13.45,0.0,1.0,1.0,0.0,L,23.4,182.0,0
Lance Bouma,20152016,44,528.04,2,5,7,49,4.08,5,8,4.56,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Landon Ferraro,20152016,68,720.55,5,5,10,77,6.49,29,57,12.87,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Lars Eller,20132014,77,1228.03,12,14,26,138,8.7,521,458,99.7,2.0,1.0,3.0,12.0,C,23.4,182.0,0
Lars Eller,20142015,77,1192.04,15,12,27,150,10.0,405,379,47.57,1.0,1.0,2.0,7.0,C,23.4,182.0,0
Lars Eller,20152016,79,1205.11,13,13,26,149,8.72,207,202,85.33,1.0,0.0,1.0,11.0,C,23.4,182.0,0
Laurent Dauphin,20152016,8,90.51,1,0,1,7,14.29,32,41,2.45,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Lauri Korpikoski,20132014,64,1025.01,9,16,25,109,8.26,5,12,56.44,1.0,1.0,2.0,14.0,L,23.4,182.0,0
Lauri Korpikoski,20142015,69,1048.76,6,15,21,82,7.32,11,22,71.61,5.0,3.0,8.0,11.0,L,23.4,182.0,0
Lauri Korpikoski,20152016,71,987.91,10,12,22,88,11.36,18,16,65.29,2.0,4.0,6.0,10.0,L,23.4,182.0,0
Lee Stempniak,20132014,73,1346.56,12,22,34,178,6.74,10,23,143.62,0.0,4.0,4.0,19.0,"L,R",15.4,174.9,4%
Lee Stempniak,20142015,71,900.57,15,13,28,115,13.04,12,20,72.18,0.0,1.0,1.0,11.0,"L,R",15.4,174.9,4%
Lee Stempniak,20152016,82,1469.69,19,32,51,146,13.01,2,11,159.61,3.0,7.0,10.0,12.0,"L,R",15.4,174.9,4%
Leo Komarov,20142015,62,909.71,8,18,26,84,9.52,95,97,14.8,0.0,1.0,1.0,1.0,"C,R",13.6,157.1,4%
Leo Komarov,20152016,67,1192.32,19,17,36,130,14.62,62,65,152.29999999999998,4.0,3.0,7.0,24.0,"C,R",13.6,157.1,4%
Leon Draisaitl,20142015,37,470.32,2,7,9,49,4.08,128,187,72.14,1.0,1.0,2.0,10.0,C,15.5,167.7,20%
Leon Draisaitl,20152016,72,1297.61,19,32,51,133,14.29,502,536,187.55,5.0,4.0,9.0,21.0,C,15.5,167.7,20%
Liam O'Brien,20142015,13,98.1,1,1,2,16,6.25,1,1,0.17,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Linden Vey,20132014,18,217.93,0,5,5,8,0.0,55,69,27.8,0.0,1.0,1.0,0.0,R,23.4,182.0,0
Linden Vey,20142015,75,987.84,10,14,24,61,16.39,215,287,143.97,4.0,2.0,6.0,15.0,R,23.4,182.0,0
Linden Vey,20152016,41,644.94,4,11,15,40,10.0,193,256,94.94,3.0,2.0,5.0,8.0,R,23.4,182.0,0
Linus Omark,20132014,14,175.07,0,2,2,10,0.0,0,1,28.17,0.0,2.0,2.0,1.0,L,23.4,182.0,0
Logan Couture,20132014,65,1226.41,23,31,54,233,9.87,479,471,219.53,4.0,8.0,12.0,63.0,C,3.4,27.2,100%
Logan Couture,20142015,82,1560.14,27,40,67,264,10.23,477,513,262.09000000000003,6.0,17.0,23.0,59.0,C,3.4,27.2,100%
Logan Couture,20152016,52,898.67,15,21,36,137,10.95,271,305,179.32,5.0,10.0,15.0,41.0,C,3.4,27.2,100%
Logan Shaw,20152016,53,646.2,5,2,7,72,6.94,16,21,64.17,1.0,0.0,1.0,9.0,R,23.4,182.0,0
Loui Eriksson,20132014,61,1003.82,10,27,37,115,8.7,0,0,121.14,2.0,9.0,11.0,18.0,L,13.1,131.0,100%
Loui Eriksson,20142015,81,1487.61,22,25,47,169,13.02,4,8,188.34,6.0,4.0,10.0,31.0,L,13.1,131.0,100%
Loui Eriksson,20152016,82,1591.77,30,33,63,184,16.3,12,9,233.19,10.0,5.0,15.0,39.0,L,13.1,131.0,100%
Louis Leblanc,20132014,8,78.88,0,0,0,7,0.0,2,2,2.31,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Lubomir Visnovsky,20132014,24,489.83,3,8,11,34,8.82,0,0,91.51,2.0,5.0,7.0,17.0,D,23.4,182.0,0
Lubomir Visnovsky,20142015,53,1034.26,5,15,20,85,5.88,0,1,138.86999999999998,2.0,2.0,4.0,15.0,D,23.4,182.0,0
Luca Sbisa,20132014,30,511.51,1,5,6,30,3.33,0,0,10.44,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Luca Sbisa,20142015,76,1424.97,3,8,11,79,3.8,0,0,17.8,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Luca Sbisa,20152016,41,708.15,2,6,8,29,6.9,0,0,6.92,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Lucas Lessio,20142015,26,331.6,2,3,5,44,4.55,0,2,9.55,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Lucas Lessio,20152016,12,126.21,1,1,2,14,7.14,0,2,6.46,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Luke Adam,20132014,12,153.93,1,0,1,16,6.25,10,16,8.37,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Luke Gazdic,20132014,67,388.71,2,2,4,30,6.67,3,0,4.46,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Luke Gazdic,20142015,40,295.81,2,1,3,26,7.69,0,0,0.6,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Luke Gazdic,20152016,29,179.78,1,0,1,18,5.56,0,1,0.77,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Luke Glendening,20132014,56,779.27,1,6,7,54,1.85,329,349,18.86,0.0,0.0,0.0,2.0,C,23.4,182.0,0
Luke Glendening,20142015,82,1205.38,12,6,18,104,11.54,499,463,38.9,0.0,0.0,0.0,3.0,C,23.4,182.0,0
Luke Glendening,20152016,81,1179.51,8,13,21,88,9.09,614,511,22.63,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Luke Schenn,20132014,79,1303.7,4,8,12,78,5.13,0,0,6.54,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Luke Schenn,20142015,58,1046.45,3,11,14,67,4.48,0,0,11.78,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Luke Schenn,20152016,72,1264.68,4,12,16,76,5.26,1,1,30.7,1.0,0.0,1.0,2.0,D,23.4,182.0,0
Luke Witkowski,20142015,16,242.99,0,0,0,10,0.0,0,0,0.37,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Magnus Paajarvi,20132014,55,562.79,6,6,12,60,10.0,2,4,12.43,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Magnus Paajarvi,20142015,10,97.96,0,1,1,9,0.0,1,0,4.12,0.0,1.0,1.0,0.0,L,23.4,182.0,0
Magnus Paajarvi,20152016,48,616.46,3,6,9,88,3.41,0,2,11.02,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Manny Malhotra,20132014,69,799.65,7,6,13,53,13.21,566,386,9.47,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Manny Malhotra,20142015,58,629.37,1,3,4,46,2.17,537,369,3.57,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Marc Methot,20132014,75,1625.64,6,17,23,117,5.13,0,0,48.01,0.0,3.0,3.0,7.0,D,23.4,182.0,0
Marc Methot,20142015,45,1019.11,1,10,11,49,2.04,0,1,18.89,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Marc Methot,20152016,69,1421.38,5,7,12,74,6.76,0,0,12.29,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Marc Staal,20132014,72,1473.48,3,11,14,92,3.26,1,0,44.53,1.0,0.0,1.0,3.0,D,13.4,155.1,3%
Marc Staal,20142015,80,1687.43,5,15,20,97,5.15,1,1,31.24,0.0,0.0,0.0,0.0,D,13.4,155.1,3%
Marc Staal,20152016,77,1512.11,2,13,15,65,3.08,1,3,18.81,0.0,0.0,0.0,1.0,D,13.4,155.1,3%
Marc-Andre Cliche,20132014,76,801.35,1,6,7,69,1.45,331,388,11.49,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Marc-Andre Cliche,20142015,74,784.77,2,5,7,68,2.94,377,358,9.03,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Marc-Edouard Vlasic,20132014,81,1672.8,5,19,24,138,3.62,0,0,70.57,0.0,1.0,1.0,8.0,D,12.0,116.5,100%
Marc-Edouard Vlasic,20142015,70,1543.96,9,14,23,98,9.18,0,0,113.59,0.0,3.0,3.0,14.0,D,12.0,116.5,100%
Marc-Edouard Vlasic,20152016,67,1545.93,8,31,39,116,6.9,0,0,150.07999999999998,2.0,7.0,9.0,21.0,D,12.0,116.5,100%
Marcel Goc,20132014,74,1207.53,11,14,25,117,9.4,658,575,76.25,0.0,2.0,2.0,9.0,C,23.4,182.0,0
Marcel Goc,20142015,74,864.22,3,6,9,77,3.9,372,313,30.35,0.0,0.0,0.0,2.0,C,23.4,182.0,0
Marco Scandella,20132014,76,1427.21,3,14,17,80,3.75,0,0,33.43,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Marco Scandella,20142015,64,1388.69,11,12,23,112,9.82,0,0,49.46,1.0,4.0,5.0,5.0,D,23.4,182.0,0
Marco Scandella,20152016,73,1505.76,5,16,21,126,3.97,0,0,60.85,2.0,1.0,3.0,10.0,D,23.4,182.0,0
Marcus Foligno,20132014,74,1114.03,7,12,19,79,8.86,145,154,93.41,0.0,1.0,1.0,2.0,L,23.4,182.0,0
Marcus Foligno,20142015,57,924.43,8,12,20,66,12.12,57,75,60.62,0.0,1.0,1.0,4.0,L,23.4,182.0,0
Marcus Foligno,20152016,75,987.38,10,13,23,81,12.35,1,3,27.2,0.0,2.0,2.0,0.0,L,23.4,182.0,0
Marcus Johansson,20132014,80,1400.58,8,36,44,107,7.48,95,179,242.25,6.0,15.0,21.0,26.0,"L,R",15.0,169.4,13%
Marcus Johansson,20142015,82,1343.03,20,27,47,138,14.49,7,9,233.89999999999998,3.0,12.0,15.0,22.0,"L,R",15.0,169.4,13%
Marcus Johansson,20152016,74,1226.07,17,29,46,132,12.88,128,150,205.19,6.0,7.0,13.0,29.0,"L,R",15.0,169.4,13%
Marcus Kruger,20132014,81,1122.72,8,20,28,96,8.33,438,335,21.720000000000002,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Marcus Kruger,20142015,81,1056.94,7,10,17,126,5.56,357,313,16.32,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Marcus Kruger,20152016,41,554.11,0,4,4,50,0.0,233,241,9.57,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Marek Zidlicky,20132014,81,1744.4,12,30,42,128,9.38,0,0,232.28,7.0,10.0,17.0,39.0,D,23.4,182.0,0
Marek Zidlicky,20142015,84,1752.21,7,27,34,130,5.38,0,1,224.45000000000002,5.0,12.0,17.0,35.0,D,23.4,182.0,0
Marek Zidlicky,20152016,53,821.1,4,12,16,48,8.33,0,0,94.95,0.0,2.0,2.0,14.0,D,23.4,182.0,0
Marian Gaborik,20132014,41,697.0,11,19,30,103,10.68,0,2,114.97,1.0,6.0,7.0,17.0,R,17.4,168.5,4%
Marian Gaborik,20142015,69,1161.2,27,20,47,174,15.52,1,0,183.23,10.0,7.0,17.0,38.0,R,17.4,168.5,4%
Marian Gaborik,20152016,54,803.88,12,10,22,142,8.45,1,2,99.21,1.0,2.0,3.0,18.0,R,17.4,168.5,4%
Marian Hossa,20132014,72,1312.02,30,30,60,242,12.4,1,2,165.28,4.0,8.0,12.0,38.0,R,14.7,146.7,100%
Marian Hossa,20142015,82,1520.17,22,39,61,247,8.91,4,3,203.98999999999998,5.0,11.0,16.0,38.0,R,14.7,146.7,100%
Marian Hossa,20152016,64,1102.21,13,20,33,191,6.81,0,2,130.91,1.0,6.0,7.0,19.0,R,14.7,146.7,100%
Mark Arcobello,20132014,41,617.26,4,14,18,70,5.71,206,198,52.77,0.0,2.0,2.0,6.0,R,23.4,182.0,0
Mark Arcobello,20142015,77,1138.65,17,14,31,129,13.18,471,468,69.79,1.0,3.0,4.0,13.0,R,23.4,182.0,0
Mark Arcobello,20152016,20,253.14,3,1,4,43,6.98,132,110,42.6,0.0,0.0,0.0,12.0,R,23.4,182.0,0
Mark Barberio,20132014,49,712.9,5,5,10,54,9.26,0,0,18.6,1.0,0.0,1.0,2.0,D,23.4,182.0,0
Mark Barberio,20142015,52,872.49,1,6,7,53,1.89,0,0,4.82,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mark Barberio,20152016,30,449.55,2,8,10,32,6.25,0,0,24.82,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Mark Borowiecki,20132014,13,163.55,1,0,1,6,16.67,0,0,0.59,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mark Borowiecki,20142015,63,999.85,1,10,11,30,3.33,0,0,5.04,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mark Borowiecki,20152016,63,919.26,1,1,2,27,3.7,0,1,5.45,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mark Fayne,20132014,72,1316.46,4,7,11,88,4.55,0,0,10.17,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mark Fayne,20142015,74,1323.36,2,6,8,78,2.56,0,0,25.1,0.0,0.0,0.0,4.0,D,23.4,182.0,0
Mark Fayne,20152016,69,1152.76,2,5,7,61,3.28,0,0,8.93,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mark Fistric,20132014,34,522.69,0,5,5,21,0.0,0,0,6.14,0.0,1.0,1.0,0.0,D,23.4,182.0,0
Mark Fistric,20142015,9,133.08,0,0,0,1,0.0,0,0,0.76,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mark Fraser,20132014,42,644.6,1,1,2,11,9.09,0,0,4.55,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mark Fraser,20142015,34,552.82,0,5,5,19,0.0,0,0,0.74,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mark Giordano,20132014,64,1601.81,14,33,47,180,7.78,0,0,207.60000000000002,6.0,13.0,19.0,49.0,D,7.5,70.9,100%
Mark Giordano,20142015,61,1528.84,11,37,48,157,7.01,0,0,201.43,2.0,12.0,14.0,46.0,D,7.5,70.9,100%
Mark Giordano,20152016,82,2021.73,21,35,56,212,9.91,0,0,261.43,9.0,9.0,18.0,57.0,D,7.5,70.9,100%
Mark Letestu,20132014,82,1206.02,12,22,34,122,9.84,372,355,108.79,5.0,6.0,11.0,22.0,C,23.4,182.0,0
Mark Letestu,20142015,54,718.67,7,6,13,63,11.11,319,284,32.15,0.0,1.0,1.0,1.0,C,23.4,182.0,0
Mark Letestu,20152016,82,1291.71,10,15,25,107,9.35,596,566,167.49,3.0,8.0,11.0,29.0,C,23.4,182.0,0
Mark Pysyk,20132014,44,862.04,1,6,7,51,1.96,0,0,58.07,0.0,2.0,2.0,9.0,D,23.4,182.0,0
Mark Pysyk,20142015,7,126.84,2,1,3,4,50.0,0,0,3.77,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mark Pysyk,20152016,55,874.94,1,10,11,44,2.27,0,0,43.3,0.0,1.0,1.0,3.0,D,23.4,182.0,0
Mark Scheifele,20132014,63,1029.73,13,21,34,100,13.0,331,454,139.13,1.0,3.0,4.0,14.0,C,6.6,62.5,100%
Mark Scheifele,20142015,82,1523.31,15,34,49,170,8.82,492,656,209.78,3.0,10.0,13.0,31.0,C,6.6,62.5,100%
Mark Scheifele,20152016,71,1315.39,29,32,61,194,14.95,515,651,194.57,7.0,4.0,11.0,39.0,C,6.6,62.5,100%
Mark Stone,20132014,19,273.89,4,4,8,36,11.11,1,0,28.11,1.0,0.0,1.0,5.0,R,11.0,106.4,100%
Mark Stone,20142015,80,1357.52,26,38,64,157,16.56,7,11,196.56,5.0,8.0,13.0,32.0,R,11.0,106.4,100%
Mark Stone,20152016,75,1498.93,23,38,61,151,15.23,8,11,218.10999999999999,5.0,10.0,15.0,22.0,R,11.0,106.4,100%
Mark Streit,20132014,82,1682.8,10,34,44,121,8.26,0,0,222.56,4.0,11.0,15.0,37.0,D,14.0,155.2,2%
Mark Streit,20142015,81,1798.29,9,43,52,144,6.25,0,0,276.27,4.0,23.0,27.0,45.0,D,14.0,155.2,2%
Mark Streit,20152016,62,1349.24,6,17,23,110,5.45,0,0,188.26999999999998,2.0,5.0,7.0,30.0,D,14.0,155.2,2%
Mark Stuart,20132014,69,1285.26,2,11,13,73,2.74,0,0,14.21,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Mark Stuart,20142015,70,1342.78,2,12,14,51,3.92,0,1,7.58,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Mark Stuart,20152016,64,1046.39,1,2,3,39,2.56,0,0,9.09,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Marko Dano,20142015,35,463.76,8,13,21,84,9.52,16,21,11.31,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Marko Dano,20152016,34,415.86,5,5,10,54,9.26,2,4,32.37,0.0,1.0,1.0,2.0,C,23.4,182.0,0
Markus Granlund,20132014,7,84.6,2,1,3,9,22.22,28,26,10.95,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Markus Granlund,20142015,48,641.84,8,10,18,65,12.31,193,331,33.08,1.0,1.0,2.0,2.0,C,23.4,182.0,0
Markus Granlund,20152016,47,647.39,6,4,10,56,10.71,202,270,40.93,0.0,0.0,0.0,3.0,C,23.4,182.0,0
Martin Erat,20132014,70,1024.33,3,26,29,53,5.66,97,116,89.86,0.0,4.0,4.0,6.0,R,23.4,182.0,0
Martin Erat,20142015,79,1251.03,9,23,32,91,9.89,0,6,134.98,3.0,3.0,6.0,12.0,R,23.4,182.0,0
Martin Hanzal,20132014,65,1212.64,15,25,40,169,8.88,598,500,184.21,5.0,7.0,12.0,31.0,C,23.4,182.0,0
Martin Hanzal,20142015,37,655.43,8,16,24,85,9.41,346,266,78.1,1.0,3.0,4.0,19.0,C,23.4,182.0,0
Martin Hanzal,20152016,64,1137.71,13,28,41,141,9.22,586,461,205.67000000000002,3.0,10.0,13.0,31.0,C,23.4,182.0,0
Martin Havlat,20142015,40,590.57,5,9,14,49,10.2,0,0,67.48,3.0,3.0,6.0,7.0,R,23.4,182.0,0
Martin Marincin,20132014,44,842.2,0,6,6,28,0.0,0,0,27.97,0.0,1.0,1.0,0.0,D,23.4,182.0,0
Martin Marincin,20142015,41,760.57,1,4,5,38,2.63,1,0,10.28,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Martin Marincin,20152016,65,1082.81,1,6,7,55,1.82,0,0,13.72,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Martin St  Louis,20132014,81,1688.24,30,39,69,204,14.71,68,99,262.38,9.0,12.0,21.0,36.0,R,23.4,182.0,0
Martin St  Louis,20142015,74,1293.61,21,31,52,144,14.58,51,59,209.29999999999998,5.0,7.0,12.0,37.0,R,23.4,182.0,0
Marty Havlat,20132014,48,706.62,12,10,22,72,16.67,0,4,93.05,1.0,1.0,2.0,16.0,R,23.4,182.0,0
Mason Raymond,20132014,82,1415.97,19,26,45,178,10.67,7,9,176.76000000000002,6.0,5.0,11.0,28.0,L,23.4,182.0,0
